sku_id,week_start,pred
15036,2011-12-12,106.52586640467415
15056BL,2011-12-12,53.302844147331676
15056N,2011-12-12,80.29245049018756
20679,2011-12-12,34.011958801631344
20685,2011-12-12,71.31980576682291
20711,2011-12-12,23.772040534347635
20712,2011-12-12,92.0335672375981
20713,2011-12-12,166.53472098221
20719,2011-12-12,209.53277687658706
20723,2011-12-12,166.28484611803907
20724,2011-12-12,265.6184383463278
20725,2011-12-12,233.54090438732544
20726,2011-12-12,169.07551738544208
20727,2011-12-12,218.0204427389165
20728,2011-12-12,203.32747260388606
20749,2011-12-12,88.61146739040163
20750,2011-12-12,41.069775696160924
20914,2011-12-12,108.9009617366027
20971,2011-12-12,205.9347471300542
20972,2011-12-12,154.22253265639864
21080,2011-12-12,185.82325413559678
21137,2011-12-12,310.6489313015005
21166,2011-12-12,238.93664682963256
21175,2011-12-12,224.83852179354335
21181,2011-12-12,305.86106135638835
21210,2011-12-12,103.98339665616646
21212,2011-12-12,522.4865807193136
21213,2011-12-12,290.7296323536108
21216,2011-12-12,61.506145443705755
21217,2011-12-12,64.742233335131
21218,2011-12-12,37.82935399398718
21231,2011-12-12,94.3692019067032
21232,2011-12-12,187.94003882947376
21314,2011-12-12,121.87744539067636
21479,2011-12-12,213.1606989974995
21481,2011-12-12,128.26501709208216
21485,2011-12-12,121.00177095240862
21523,2011-12-12,62.364263691274616
21524,2011-12-12,34.4821590192853
21559,2011-12-12,36.41279291920104
21621,2011-12-12,33.31902183901732
21623,2011-12-12,56.94444000830951
21731,2011-12-12,231.6924739138099
21733,2011-12-12,177.4671496254528
21754,2011-12-12,40.935652487221276
21755,2011-12-12,47.12404996423663
21790,2011-12-12,260.70249256553456
21791,2011-12-12,167.871895773848
21843,2011-12-12,56.6351847074746
21915,2011-12-12,492.46840946107756
21928,2011-12-12,161.22290300195607
21929,2011-12-12,148.5777102296423
21930,2011-12-12,112.47110446313344
21931,2011-12-12,255.42120489356145
21936,2011-12-12,68.35657356875032
21955,2011-12-12,23.37056324801038
21977,2011-12-12,291.5663343995739
22077,2011-12-12,161.34526261576312
22083,2011-12-12,111.46952775467452
22084,2011-12-12,111.29626533605136
22086,2011-12-12,1010.6963379313322
22087,2011-12-12,62.85483502067999
22090,2011-12-12,36.58252381810918
22111,2011-12-12,228.93948508598677
22112,2011-12-12,259.35099909433444
22113,2011-12-12,139.61824485407507
22114,2011-12-12,268.0672816810126
22138,2011-12-12,196.39322052547726
22139,2011-12-12,145.06680835272854
22149,2011-12-12,121.34071281229969
22158,2011-12-12,150.88297161962282
22171,2011-12-12,37.87939318278309
22178,2011-12-12,341.5874705519406
22188,2011-12-12,131.87324224488668
22189,2011-12-12,169.29832900895576
22197,2011-12-12,2675.744956678634
22294,2011-12-12,126.44739035558351
22326,2011-12-12,232.03066948654353
22328,2011-12-12,199.82107097211627
22355,2011-12-12,403.8738213584287
22356,2011-12-12,242.1947333153352
22379,2011-12-12,25.51641750683453
22382,2011-12-12,114.64129881674485
22383,2011-12-12,180.7992576032683
22384,2011-12-12,97.43842828110996
22385,2011-12-12,159.90009011241028
22386,2011-12-12,186.84339559687444
22411,2011-12-12,202.07195091006082
22423,2011-12-12,233.65615129121915
22424,2011-12-12,60.011946091165385
22456,2011-12-12,35.94952118134197
22457,2011-12-12,135.134994943872
22467,2011-12-12,137.51789373684014
22469,2011-12-12,193.87578198566507
22470,2011-12-12,98.47955740905003
22492,2011-12-12,518.821945596938
22499,2011-12-12,37.98811592270604
22501,2011-12-12,20.76115254918897
22502,2011-12-12,82.82285400454822
22507,2011-12-12,27.99408792337805
22551,2011-12-12,113.97304718751214
22554,2011-12-12,141.71360960642974
22556,2011-12-12,126.40488646486818
22585,2011-12-12,91.44522245948643
22605,2011-12-12,29.871865135611102
22607,2011-12-12,29.96474404699589
22622,2011-12-12,23.707190803744236
22624,2011-12-12,32.02384056955384
22625,2011-12-12,33.827573386542475
22629,2011-12-12,210.5415449680375
22630,2011-12-12,168.1664538618561
22632,2011-12-12,171.40984216940103
22659,2011-12-12,125.53343786156701
22666,2011-12-12,100.53533688253829
22693,2011-12-12,257.5658997211098
22697,2011-12-12,156.02736935126273
22698,2011-12-12,153.373698789462
22699,2011-12-12,169.39438501417268
22720,2011-12-12,143.1511852276159
22722,2011-12-12,174.02473035830542
22726,2011-12-12,177.51557692210815
22727,2011-12-12,148.45143236654621
22728,2011-12-12,149.147588870023
22734,2011-12-12,134.0088604873448
22752,2011-12-12,122.39076090654171
22835,2011-12-12,165.2368723073128
22865,2011-12-12,342.2556033303658
22866,2011-12-12,280.55111996381464
22867,2011-12-12,303.2500602081367
22910,2011-12-12,454.2133474057546
22941,2011-12-12,117.77947031819001
22960,2011-12-12,182.12130021011234
22961,2011-12-12,372.0167722020085
22969,2011-12-12,210.49983515681666
23084,2011-12-12,3114.556626222768
23173,2011-12-12,315.78462507429094
23199,2011-12-12,0.0
23201,2011-12-12,363.88619717767847
23202,2011-12-12,234.9737938040881
23203,2011-12-12,494.06634628261116
23206,2011-12-12,186.68819058941153
23209,2011-12-12,328.79348854304203
23243,2011-12-12,233.28750861055948
23245,2011-12-12,186.679014606727
23284,2011-12-12,161.17166835117038
23298,2011-12-12,130.4696667631453
23344,2011-12-12,337.84068819747404
23355,2011-12-12,186.3185698357308
37449,2011-12-12,39.45604378350924
47566,2011-12-12,93.1213855651571
47566B,2011-12-12,54.01374783822751
47590A,2011-12-12,10.521537701908759
47590B,2011-12-12,18.381625157903894
48111,2011-12-12,32.124379410737
48116,2011-12-12,11.863129216353311
48138,2011-12-12,48.09967528050618
48173C,2011-12-12,12.735413913129666
48184,2011-12-12,32.76621129091106
48185,2011-12-12,24.030386220456
48187,2011-12-12,40.067454463591154
48188,2011-12-12,0.19920561652002666
48194,2011-12-12,32.70859383657451
71459,2011-12-12,134.52298583666328
71477,2011-12-12,118.33291923560719
72741,2011-12-12,107.07153782265104
79321,2011-12-12,208.65699089744143
82482,2011-12-12,105.23220256326097
82483,2011-12-12,37.44478438058117
82484,2011-12-12,74.53871162202029
82486,2011-12-12,39.773894853417026
82494L,2011-12-12,127.44946658296737
82583,2011-12-12,73.91613899462325
82600,2011-12-12,126.9976202190225
84029E,2011-12-12,303.351053282725
84029G,2011-12-12,165.51156278035887
84077,2011-12-12,578.2654647347538
84078A,2011-12-12,41.69103731629384
84347,2011-12-12,455.74078413721026
84406B,2011-12-12,66.85933985259413
84755,2011-12-12,114.03678589878258
84836,2011-12-12,106.5042359205805
84879,2011-12-12,541.108787350728
84946,2011-12-12,376.00243060472656
84970S,2011-12-12,247.8867108838036
84978,2011-12-12,204.72494515997226
84991,2011-12-12,229.74131364820494
84997A,2011-12-12,86.79928947898973
84997B,2011-12-12,87.62986109668367
84997C,2011-12-12,67.80893128948159
84997D,2011-12-12,80.70379571903534
85014A,2011-12-12,18.877414219262505
85014B,2011-12-12,19.16907154975077
85048,2011-12-12,32.46560735369553
85066,2011-12-12,32.84301723681699
85099B,2011-12-12,773.1330269073677
85099C,2011-12-12,211.91639499648232
85099F,2011-12-12,160.80837409683997
85123A,2011-12-12,252.06631403760915
85150,2011-12-12,63.15473625675246
85152,2011-12-12,189.61192951394258
15036,2011-12-19,82.9070666066158
15056BL,2011-12-19,0.0
15056N,2011-12-19,22.115460882514817
20679,2011-12-19,15.680441569501795
20685,2011-12-19,51.24384571110498
20711,2011-12-19,50.45833621015976
20712,2011-12-19,85.42093575645839
20713,2011-12-19,206.20165255660712
20719,2011-12-19,224.92202274708993
20723,2011-12-19,129.0389918066939
20724,2011-12-19,266.74895709529955
20725,2011-12-19,189.44186172483617
20726,2011-12-19,125.06622770405306
20727,2011-12-19,156.3433195202226
20728,2011-12-19,115.87737048986203
20749,2011-12-19,19.781047270026
20750,2011-12-19,30.10585838990472
20914,2011-12-19,70.95558605161935
20971,2011-12-19,171.06978946080346
20972,2011-12-19,156.33496283021617
21080,2011-12-19,171.12968248678766
21137,2011-12-19,156.14609108680074
21166,2011-12-19,84.25327120062157
21175,2011-12-19,143.8787156183578
21181,2011-12-19,228.72993792299818
21210,2011-12-19,74.03279925532343
21212,2011-12-19,532.6587492638834
21213,2011-12-19,324.01505324872096
21216,2011-12-19,2.065968773713486
21217,2011-12-19,21.11015096685812
21218,2011-12-19,36.39202188991053
21231,2011-12-19,85.12612951291847
21232,2011-12-19,183.67380839927128
21314,2011-12-19,83.35616590265691
21479,2011-12-19,146.96230480989558
21481,2011-12-19,89.01300922567222
21485,2011-12-19,96.70182340649838
21523,2011-12-19,42.221550937736396
21524,2011-12-19,27.640460429073503
21559,2011-12-19,29.72211833487427
21621,2011-12-19,33.810587930227825
21623,2011-12-19,52.57714613901551
21731,2011-12-19,236.4695088518257
21733,2011-12-19,149.97567552383163
21754,2011-12-19,32.99464442677966
21755,2011-12-19,42.64164262676516
21790,2011-12-19,214.54206653408554
21791,2011-12-19,142.18397722322206
21843,2011-12-19,39.03110499695574
21915,2011-12-19,292.6500109981232
21928,2011-12-19,89.67897834307679
21929,2011-12-19,93.28265661115465
21930,2011-12-19,53.231185513798366
21931,2011-12-19,186.41197153166215
21936,2011-12-19,51.74682798283956
21955,2011-12-19,16.269823283491352
21977,2011-12-19,281.47093397669016
22077,2011-12-19,119.22573627614544
22083,2011-12-19,64.49427007148157
22084,2011-12-19,117.93911085320511
22086,2011-12-19,602.8752587231245
22087,2011-12-19,22.67969024923416
22090,2011-12-19,3.408027018534602
22111,2011-12-19,135.06738551671648
22112,2011-12-19,177.94610149806596
22113,2011-12-19,104.30423526122124
22114,2011-12-19,227.4480134779031
22138,2011-12-19,125.8866381019983
22139,2011-12-19,80.7121494877679
22149,2011-12-19,156.7583149933031
22158,2011-12-19,127.5210135529441
22171,2011-12-19,43.670883556764146
22178,2011-12-19,418.4694960388567
22188,2011-12-19,39.820091774981236
22189,2011-12-19,76.72433892776982
22197,2011-12-19,2432.7546880113578
22294,2011-12-19,0.0
22326,2011-12-19,100.91977673543396
22328,2011-12-19,77.24509784140328
22355,2011-12-19,366.24447469231376
22356,2011-12-19,205.71829258650394
22379,2011-12-19,73.20681867704572
22382,2011-12-19,149.04700189583497
22383,2011-12-19,111.87661843476776
22384,2011-12-19,82.85791997698452
22385,2011-12-19,155.62508556516167
22386,2011-12-19,149.41686929253788
22411,2011-12-19,133.61940942441714
22423,2011-12-19,167.98881327090652
22424,2011-12-19,16.459146403097243
22456,2011-12-19,18.2690206733597
22457,2011-12-19,149.3714137206446
22467,2011-12-19,123.09614523840267
22469,2011-12-19,207.75663731000512
22470,2011-12-19,111.32153193329744
22492,2011-12-19,342.04960067881046
22499,2011-12-19,26.92990451658191
22501,2011-12-19,13.786306606173182
22502,2011-12-19,101.8437251117381
22507,2011-12-19,29.575527589677996
22551,2011-12-19,111.49699178368091
22554,2011-12-19,125.74316523494288
