sku_id,week_start,units_sold,revenue,unit_price,promo_flag,is_holiday,month,week_of_year,season,category
15036,2009-11-30,337.0,189.95,0.7983333333333333,1,0,11,49,Autumn,General Merchandise
15036,2009-12-07,103.0,79.3,1.1916666666666667,1,0,12,50,Winter,General Merchandise
15036,2009-12-14,63.0,58.5,1.2257142857142858,1,0,12,51,Winter,General Merchandise
15036,2009-12-21,103.0,71.5,1.2767857142857142,1,1,12,52,Winter,General Merchandise
15036,2009-12-28,0.0,0.0,1.3,1,1,12,53,Winter,General Merchandise
15036,2010-01-04,192.0,124.80000000000001,0.65,1,0,1,1,Winter,General Merchandise
15036,2010-01-11,30.0,30.860000000000003,1.1909523809523812,1,0,1,2,Winter,General Merchandise
15036,2010-01-18,118.0,83.0,0.965,1,0,1,3,Winter,General Merchandise
15036,2010-01-25,59.0,45.28,0.875,1,0,1,4,Winter,General Merchandise
15036,2010-02-01,36.0,20.520000000000003,0.5985714285714286,1,0,2,5,Winter,General Merchandise
15036,2010-02-08,98.0,64.96000000000001,0.89,1,0,2,6,Winter,General Merchandise
15036,2010-02-15,214.0,145.4,0.6799999999999999,0,0,2,7,Winter,General Merchandise
15036,2010-02-22,103.0,67.47,0.7740476190476191,0,0,2,8,Winter,General Merchandise
15036,2010-03-01,194.0,178.36,1.0402380952380954,0,0,3,9,Spring,General Merchandise
15036,2010-03-08,104.0,88.6,1.1664285714285716,0,0,3,10,Spring,General Merchandise
15036,2010-03-15,747.0,425.04,0.7076190476190476,1,0,3,11,Spring,General Merchandise
15036,2010-03-22,117.0,87.61,0.7516666666666667,1,0,3,12,Spring,General Merchandise
15036,2010-03-29,785.0,509.08,0.7669047619047619,1,1,3,13,Spring,General Merchandise
15036,2010-04-05,232.0,161.72000000000003,0.8089285714285713,0,0,4,14,Spring,General Merchandise
15036,2010-04-12,96.0,72.0,0.7357142857142858,0,0,4,15,Spring,General Merchandise
15036,2010-04-19,195.0,154.2,0.8433809523809525,0,0,4,16,Spring,General Merchandise
15036,2010-04-26,832.0,572.48,0.8840476190476192,0,0,4,17,Spring,General Merchandise
15036,2010-05-03,468.0,348.96000000000004,0.8290476190476191,1,1,5,18,Spring,General Merchandise
15036,2010-05-10,1155.0,714.0,0.6826428571428572,1,0,5,19,Spring,General Merchandise
15036,2010-05-17,74.0,56.56,0.9771428571428571,0,0,5,20,Spring,General Merchandise
15036,2010-05-24,882.0,611.04,0.8039285714285714,0,0,5,21,Spring,General Merchandise
15036,2010-05-31,404.0,290.13,0.9118095238095238,0,1,5,22,Spring,General Merchandise
15036,2010-06-07,1082.0,752.56,0.7894047619047619,0,0,6,23,Summer,General Merchandise
15036,2010-06-14,228.0,173.52,0.8032142857142858,1,0,6,24,Summer,General Merchandise
15036,2010-06-21,1571.0,1011.52,0.8434761904761905,1,0,6,25,Summer,General Merchandise
15036,2010-06-28,1333.0,960.95,0.8503537414965986,1,0,6,26,Summer,General Merchandise
15036,2010-07-05,943.0,663.6800000000001,0.8959761904761905,1,0,7,27,Summer,General Merchandise
15036,2010-07-12,576.0,480.16999999999996,0.8536190476190476,1,0,7,28,Summer,General Merchandise
15036,2010-07-19,1784.0,1247.68,0.9660884353741498,1,0,7,29,Summer,General Merchandise
15036,2010-07-26,64.0,69.2,0.8257142857142857,1,0,7,30,Summer,General Merchandise
15036,2010-08-02,132.0,168.96,1.0780952380952382,0,0,8,31,Summer,General Merchandise
15036,2010-08-09,68.0,83.2,1.1538095238095238,1,0,8,32,Summer,General Merchandise
15036,2010-08-16,0.0,0.0,0.75,1,0,8,33,Summer,General Merchandise
15036,2010-08-23,6.0,7.6800000000000015,1.0023809523809524,0,0,8,34,Summer,General Merchandise
15036,2010-08-30,26.0,20.560000000000002,1.2421428571428572,0,0,8,35,Summer,General Merchandise
15036,2010-09-06,2.0,2.56,1.28,0,0,9,36,Autumn,General Merchandise
15036,2010-09-13,3.0,3.8400000000000003,1.052857142857143,1,0,9,37,Autumn,General Merchandise
15036,2010-09-20,21.0,16.28,0.7878571428571429,1,0,9,38,Autumn,General Merchandise
15036,2010-09-27,23.0,25.2,1.052857142857143,1,0,9,39,Autumn,General Merchandise
15036,2010-10-04,0.0,0.0,1.28,0,0,10,40,Autumn,General Merchandise
15036,2010-10-11,831.0,564.84,0.8619047619047618,1,0,10,41,Autumn,General Merchandise
15036,2010-10-18,172.0,131.12,0.8383333333333335,1,0,10,42,Autumn,General Merchandise
15036,2010-10-25,2010.0,1394.28,1.0535714285714286,1,0,10,43,Autumn,General Merchandise
15036,2010-11-01,205.0,167.0,0.9771428571428571,1,0,11,44,Autumn,General Merchandise
15036,2010-11-08,130.0,115.52,1.0755714285714286,0,0,11,45,Autumn,General Merchandise
15036,2010-11-15,355.0,261.14,0.950857142857143,1,0,11,46,Autumn,General Merchandise
15036,2010-11-22,927.0,652.74,0.8564285714285714,1,0,11,47,Autumn,General Merchandise
15036,2010-11-29,130.0,109.16,0.8761904761904763,1,0,11,48,Autumn,General Merchandise
15036,2010-12-06,21.0,20.52,1.2421428571428572,1,0,12,49,Winter,General Merchandise
15036,2010-12-13,35.0,32.08,1.052857142857143,1,0,12,50,Winter,General Merchandise
15036,2010-12-20,6.0,7.680000000000001,0.8257142857142857,1,1,12,51,Winter,General Merchandise
15036,2010-12-27,0.0,0.0,0.75,1,1,12,52,Winter,General Merchandise
15036,2011-01-03,18.0,16.68,1.0150000000000001,1,1,1,1,Winter,General Merchandise
15036,2011-01-10,159.0,133.44,1.1395238095238096,1,0,1,2,Winter,General Merchandise
15036,2011-01-17,39.0,36.75,0.8928571428571429,0,0,1,3,Winter,General Merchandise
15036,2011-01-24,112.0,86.0,1.0357142857142858,0,0,1,4,Winter,General Merchandise
15036,2011-01-31,1313.0,836.0,0.8876190476190475,1,0,1,5,Winter,General Merchandise
15036,2011-02-07,68.0,79.16,1.3714285714285714,1,0,2,6,Winter,General Merchandise
15036,2011-02-14,762.0,537.9,1.0385714285714285,1,0,2,7,Winter,General Merchandise
15036,2011-02-21,128.0,103.03999999999999,0.8128571428571428,1,0,2,8,Winter,General Merchandise
15036,2011-02-28,91.0,106.09,1.4204761904761904,0,0,2,9,Winter,General Merchandise
15036,2011-03-07,369.0,282.03,0.9385714285714286,1,0,3,10,Spring,General Merchandise
15036,2011-03-14,1342.0,916.4200000000001,0.8334285714285714,0,0,3,11,Spring,General Merchandise
15036,2011-03-21,99.0,119.13,1.3785714285714283,1,0,3,12,Spring,General Merchandise
15036,2011-03-28,1253.0,868.07,1.0333333333333334,1,0,3,13,Spring,General Merchandise
15036,2011-04-04,147.0,134.49,1.2917142857142856,0,0,4,14,Spring,General Merchandise
15036,2011-04-11,864.0,651.12,0.8260714285714286,1,0,4,15,Spring,General Merchandise
15036,2011-04-18,174.0,158.01999999999998,0.9519047619047619,1,1,4,16,Spring,General Merchandise
15036,2011-04-25,793.0,593.59,0.8130952380952381,1,1,4,17,Spring,General Merchandise
15036,2011-05-02,972.0,749.56,1.0451190476190475,0,1,5,18,Spring,General Merchandise
15036,2011-05-09,1618.0,1234.94,0.8267857142857142,0,0,5,19,Spring,General Merchandise
15036,2011-05-16,1643.0,1238.8899999999999,0.9095238095238095,0,0,5,20,Spring,General Merchandise
15036,2011-05-23,397.0,416.71,1.0204761904761903,0,0,5,21,Spring,General Merchandise
15036,2011-05-30,193.0,183.19,1.1354285714285715,0,1,5,22,Spring,General Merchandise
15036,2011-06-06,1610.0,1240.6999999999998,1.1975714285714285,1,0,6,23,Summer,General Merchandise
15036,2011-06-13,1285.0,1063.75,0.970612244897959,1,0,6,24,Summer,General Merchandise
15036,2011-06-20,169.0,160.26999999999998,1.1004761904761904,1,0,6,25,Summer,General Merchandise
15036,2011-06-27,167.0,147.41,1.0014285714285713,1,0,6,26,Summer,General Merchandise
15036,2011-07-04,1938.0,1433.74,1.3009523809523809,1,0,7,27,Summer,General Merchandise
15036,2011-07-11,316.0,265.48,1.0814285714285714,1,0,7,28,Summer,General Merchandise
15036,2011-07-18,486.0,427.38,0.9157142857142857,1,0,7,29,Summer,General Merchandise
15036,2011-07-25,638.0,474.74,1.2714285714285716,1,0,7,30,Summer,General Merchandise
15036,2011-08-01,943.0,785.8899999999999,0.9594047619047619,1,0,8,31,Summer,General Merchandise
15036,2011-08-08,268.0,235.23999999999998,1.1157142857142854,1,0,8,32,Summer,General Merchandise
15036,2011-08-15,60.0,49.8,0.8585714285714285,1,0,8,33,Summer,General Merchandise
15036,2011-08-22,60.0,49.8,0.83,0,0,8,34,Summer,General Merchandise
15036,2011-08-29,181.0,232.14999999999998,1.2714285714285716,1,0,8,35,Summer,General Merchandise
15036,2011-09-05,215.0,187.25,0.9442857142857142,0,0,9,36,Autumn,General Merchandise
15036,2011-09-12,64.0,56.32,0.868095238095238,0,0,9,37,Autumn,General Merchandise
15036,2011-09-19,93.0,84.39,0.9157142857142857,0,0,9,38,Autumn,General Merchandise
15036,2011-09-26,30.0,29.699999999999996,1.23,0,0,9,39,Autumn,General Merchandise
15036,2011-10-03,721.0,533.23,0.8792857142857142,0,0,10,40,Autumn,General Merchandise
15036,2011-10-10,224.0,192.32,1.1157142857142857,0,0,10,41,Autumn,General Merchandise
15036,2011-10-17,194.0,172.21999999999997,1.0395238095238095,1,0,10,42,Autumn,General Merchandise
15036,2011-10-24,101.0,87.82999999999998,1.0585714285714285,1,0,10,43,Autumn,General Merchandise
15036,2011-10-31,83.0,87.28999999999999,1.4776190476190476,0,0,10,44,Autumn,General Merchandise
15036,2011-11-07,107.0,97.60999999999999,1.1728571428571428,1,0,11,45,Autumn,General Merchandise
15036,2011-11-14,104.0,92.72,1.0395238095238095,1,0,11,46,Autumn,General Merchandise
15036,2011-11-21,237.0,203.91,1.1538095238095238,1,0,11,47,Autumn,General Merchandise
15036,2011-11-28,143.0,127.49,1.2871428571428571,1,0,11,48,Autumn,General Merchandise
15036,2011-12-05,14.0,22.819999999999997,1.6299999999999997,1,0,12,49,Winter,General Merchandise
15056BL,2009-11-30,1029.0,3921.6,5.817261904761904,1,0,11,49,Autumn,General Merchandise
15056BL,2009-12-07,908.0,3436.7000000000003,5.951904761904762,1,0,12,50,Winter,General Merchandise
15056BL,2009-12-14,234.0,1219.35,6.103809523809524,1,0,12,51,Winter,General Merchandise
15056BL,2009-12-21,19.0,120.10000000000001,11.992857142857144,0,1,12,52,Winter,General Merchandise
15056BL,2009-12-28,0.0,0.0,13.0,1,1,12,53,Winter,General Merchandise
15056BL,2010-01-04,911.0,3350.45,5.526190476190477,1,0,1,1,Winter,General Merchandise
15056BL,2010-01-11,132.0,709.22,6.072380952380953,1,0,1,2,Winter,General Merchandise
15056BL,2010-01-18,50.0,317.81,7.23952380952381,1,0,1,3,Winter,General Merchandise
15056BL,2010-01-25,17.0,101.15,5.95,0,0,1,4,Winter,General Merchandise
15056BL,2010-02-01,25.0,148.75,5.95,0,0,2,5,Winter,General Merchandise
15056BL,2010-02-08,16.0,95.2,5.95,0,0,2,6,Winter,General Merchandise
15056BL,2010-02-15,19.0,113.05000000000001,5.95,0,0,2,7,Winter,General Merchandise
15056BL,2010-02-22,271.0,1378.22,5.736666666666666,1,0,2,8,Winter,General Merchandise
15056BL,2010-03-01,63.0,364.39000000000004,6.67904761904762,1,0,3,9,Spring,General Merchandise
15056BL,2010-03-08,27.0,160.65,5.95,0,0,3,10,Spring,General Merchandise
